county,date,other,delta,omicron,epsilon,alpha,gamma,iota,beta,zeta,mu
Kings,2021-12-04,0,6,0,0,0,0,0,0,0,0
Kings,2021-12-05,0,4,0,0,0,0,0,0,0,0
Kings,2021-12-06,2,13,0,0,0,0,0,0,0,0
Kings,2021-12-07,2,8,0,0,0,0,0,0,0,0
Kings,2021-12-08,0,1,0,0,0,0,0,0,0,0
Kings,2021-12-09,2,1,0,0,0,0,0,0,0,0
Kings,2021-12-10,0,10,0,0,0,0,0,0,0,0
Kings,2021-12-11,0,1,0,0,0,0,0,0,0,0
Kings,2021-12-12,0,5,0,0,0,0,0,0,0,0
Kings,2021-12-13,0,12,0,0,0,0,0,0,0,0
Kings,2021-12-14,1,6,1,0,0,0,0,0,0,0
Kings,2021-12-15,2,3,0,0,0,0,0,0,0,0
Kings,2021-12-16,0,1,0,0,0,0,0,0,0,0
Kings,2021-12-17,0,1,0,0,0,0,0,0,0,0
Kings,2021-12-18,0,1,0,0,0,0,0,0,0,0
Kings,2021-12-20,0,1,1,0,0,0,0,0,0,0
Kings,2021-12-21,0,2,0,0,0,0,0,0,0,0
Kings,2021-12-22,0,3,1,0,0,0,0,0,0,0
Kings,2021-12-23,0,1,0,0,0,0,0,0,0,0
Kings,2021-12-26,0,1,0,0,0,0,0,0,0,0
Kings,2021-12-27,0,0,1,0,0,0,0,0,0,0
Kings,2021-12-28,6,1,2,0,0,0,0,0,0,0
Kings,2021-12-29,2,1,5,0,0,0,0,0,0,0
Kings,2021-12-30,2,1,3,0,0,0,0,0,0,0
Kings,2022-01-02,1,0,0,0,0,0,0,0,0,0
Kings,2022-01-03,3,1,2,0,0,0,0,0,0,0
Kings,2022-01-04,2,0,2,0,0,0,0,0,0,0
Kings,2022-01-05,2,0,0,0,0,0,0,0,0,0
Kings,2022-01-06,2,1,5,0,0,0,0,0,0,0
Kings,2022-01-07,2,1,1,0,0,0,0,0,0,0
Kings,2022-01-08,1,0,0,1,0,0,0,0,0,0
Kings,2022-01-09,4,0,0,0,0,0,0,0,0,0
Kings,2022-01-10,2,3,3,1,0,0,0,0,0,0
Kings,2022-01-11,5,1,10,1,0,0,0,0,0,0
Kings,2022-01-12,4,1,3,2,0,0,0,0,0,0
Kings,2022-01-13,3,1,7,1,0,0,0,0,0,0
Kings,2022-01-14,5,1,4,0,0,0,0,0,0,0
Kings,2022-01-15,1,0,5,0,0,0,0,0,0,0
Kings,2022-01-16,0,0,4,0,0,0,0,0,0,0
Kings,2022-01-17,2,1,0,0,0,0,0,0,0,0
Kings,2022-01-18,16,2,12,2,0,0,0,0,0,0
Kings,2022-01-19,6,1,1,0,0,0,0,0,0,0
Kings,2022-01-20,5,2,10,1,0,0,0,0,0,0
Kings,2022-01-21,2,1,3,1,2,0,0,0,0,0
Kings,2022-01-22,1,0,0,0,0,0,0,0,0,0
Kings,2022-01-23,2,2,0,0,0,0,0,0,0,0
Kings,2022-01-24,2,1,5,0,0,0,0,0,0,0
Kings,2022-01-25,7,1,12,0,0,0,0,0,0,0
Kings,2022-01-26,8,2,12,2,0,0,0,0,0,0
Kings,2022-01-27,4,1,8,0,0,0,0,0,0,0
Kings,2022-01-28,0,0,7,0,0,0,0,0,0,0
Kings,2022-01-29,0,0,1,0,0,0,0,0,0,0
Kings,2022-01-30,3,0,46,0,0,0,0,0,0,0
Kings,2022-01-31,10,0,129,0,0,0,0,0,0,0
Kings,2022-02-01,11,0,121,1,0,0,0,0,0,0
Kings,2022-02-02,11,1,82,0,0,0,0,0,0,0
Kings,2022-02-03,1,0,13,2,0,0,0,0,0,0
Kings,2022-02-04,3,0,8,0,0,0,0,0,0,0
Kings,2022-02-05,1,0,30,0,0,0,0,0,0,0
Kings,2022-02-06,4,0,19,0,0,0,0,0,0,0
Kings,2022-02-07,8,0,84,0,0,0,0,0,0,0
Kings,2022-02-08,6,1,30,0,0,0,0,0,0,0
Kings,2022-02-09,3,2,20,0,0,0,0,0,0,0
Kings,2022-02-10,4,1,31,0,0,0,0,0,0,0
Kings,2022-02-11,1,0,10,0,0,0,0,0,0,0
Kings,2022-02-12,0,0,13,0,0,0,0,0,0,0
Kings,2022-02-13,0,0,7,0,0,0,0,0,0,0
Kings,2022-02-14,5,0,28,0,0,0,0,0,0,0
Kings,2022-02-15,2,0,6,0,0,0,0,0,0,0
Kings,2022-02-16,3,0,27,0,0,0,0,0,0,0
Kings,2022-02-17,3,0,12,0,0,0,0,0,0,0
Kings,2022-02-18,1,0,11,0,0,0,0,0,0,0
Kings,2022-02-19,1,0,3,0,0,0,0,0,0,0
Kings,2022-02-20,0,0,4,0,0,0,0,0,0,0
Kings,2022-02-22,3,0,17,0,0,0,0,0,0,0
Kings,2022-02-23,5,0,5,0,0,0,0,0,0,0
Kings,2022-02-24,2,0,5,0,0,0,0,0,0,0
Kings,2022-02-25,0,0,2,0,0,0,0,0,0,0
Kings,2022-02-26,0,0,5,0,0,0,0,0,0,0
Kings,2022-02-28,0,0,2,0,0,0,0,0,0,0
Kings,2022-03-01,1,0,1,0,0,0,0,0,0,0
Kings,2022-03-02,0,0,1,0,0,0,0,0,0,0
Kings,2022-03-03,1,0,1,0,0,0,0,0,0,0
Kings,2022-03-05,0,0,1,0,0,0,0,0,0,0
Kings,2022-03-07,1,0,3,0,0,0,0,0,0,0
Kings,2022-03-08,0,0,4,0,0,0,0,0,0,0
Kings,2022-03-09,0,0,6,0,0,0,0,0,0,0
Kings,2022-03-11,0,0,1,0,0,0,0,0,0,0
Kings,2022-03-12,0,0,1,0,0,0,0,0,0,0
Kings,2022-03-14,1,0,2,0,0,0,0,0,0,0
Kings,2022-03-15,2,0,0,0,0,0,0,0,0,0
Kings,2022-03-16,0,0,2,0,0,0,0,0,0,0
Kings,2022-03-18,0,0,1,0,0,0,0,0,0,0
Kings,2022-03-19,0,0,1,0,0,0,0,0,0,0
Kings,2022-03-20,1,0,0,0,0,0,0,0,0,0
Kings,2022-03-21,1,0,1,0,0,0,0,0,0,0
Kings,2022-03-23,1,0,1,0,0,0,0,0,0,0
Kings,2022-03-24,0,0,1,0,0,0,0,0,0,0
Kings,2022-03-27,0,0,1,0,0,0,0,0,0,0
Kings,2022-03-29,0,0,1,0,0,0,0,0,0,0
Kings,2022-03-31,0,0,1,0,0,0,0,0,0,0
Kings,2022-04-05,0,0,1,0,0,0,0,0,0,0
Kings,2022-04-08,0,0,1,0,0,0,0,0,0,0
Lake,2021-12-03,0,1,0,0,0,0,0,0,0,0
Lake,2021-12-04,0,1,0,0,0,0,0,0,0,0
Lake,2021-12-06,0,4,0,0,0,0,0,0,0,0
Lake,2021-12-09,0,1,0,0,0,0,0,0,0,0
Lake,2021-12-10,0,2,0,0,0,0,0,0,0,0
Lake,2021-12-13,0,4,0,0,0,0,0,0,0,0
Lake,2021-12-14,0,1,0,0,0,0,0,0,0,0
Lake,2021-12-20,0,1,0,0,0,0,0,0,0,0
Lake,2021-12-22,0,2,0,0,0,0,0,0,0,0
Lake,2021-12-30,0,1,6,0,0,0,0,0,0,0
Lake,2022-01-03,0,3,8,0,0,0,0,0,0,0
Lake,2022-01-06,1,2,1,0,0,0,0,0,0,0
Lake,2022-01-07,1,0,0,0,0,0,0,0,0,0
Lake,2022-01-10,0,1,1,0,0,0,0,0,0,0
Lake,2022-01-11,2,0,0,0,0,0,0,0,0,0
Lake,2022-01-14,0,0,1,0,0,0,0,0,0,0
Lake,2022-01-15,0,1,0,0,0,0,0,0,0,0
Lake,2022-01-17,0,1,0,0,0,0,0,0,0,0
Lake,2022-01-18,2,0,3,0,0,0,0,0,0,0
Lake,2022-01-20,1,0,0,0,0,0,0,0,0,0
Lake,2022-01-24,0,0,10,0,0,0,0,0,0,0
Lake,2022-01-25,0,1,0,0,0,0,0,0,0,0
Lake,2022-01-26,0,0,1,0,0,0,0,0,0,0
Lake,2022-01-31,1,1,8,0,0,0,0,0,0,0
Lake,2022-02-01,1,0,4,0,0,0,0,0,0,0
Lake,2022-02-02,2,0,3,0,0,0,0,0,0,0
Lake,2022-02-03,1,0,1,0,0,0,0,0,0,0
Lake,2022-02-04,0,1,0,0,0,0,0,0,0,0
Lake,2022-02-05,0,0,1,0,0,0,0,0,0,0
Lake,2022-02-07,3,0,11,0,0,0,0,0,0,0
Lake,2022-02-09,0,0,2,0,0,0,0,0,0,0
Lake,2022-02-10,0,0,8,0,0,0,0,0,0,0
Lake,2022-02-12,2,0,4,0,0,0,0,0,0,0
Lake,2022-02-14,0,0,2,0,0,0,0,0,0,0
Lake,2022-02-15,0,0,2,0,0,0,0,0,0,0
Lake,2022-02-16,2,0,4,0,0,0,0,0,0,0
Lake,2022-02-17,0,0,2,0,0,0,0,0,0,0
Lake,2022-02-18,0,0,2,0,0,0,0,0,0,0
Lake,2022-02-19,2,0,2,0,0,0,0,0,0,0
Lake,2022-02-22,0,0,3,0,0,0,0,0,0,0
Lake,2022-02-23,1,0,0,0,0,0,0,0,0,0
Lake,2022-02-24,0,0,4,0,0,0,0,0,0,0
Lake,2022-02-28,0,0,4,0,0,0,0,0,0,0
Lake,2022-03-02,0,0,1,0,0,0,0,0,0,0
Lake,2022-03-03,0,0,1,0,0,0,0,0,0,0
Lake,2022-03-04,0,0,1,0,0,0,0,0,0,0
Lake,2022-03-05,0,0,2,0,0,0,0,0,0,0
Lake,2022-03-07,0,0,1,0,0,0,0,0,0,0
Lake,2022-03-08,0,0,2,0,0,0,0,0,0,0
Lake,2022-03-09,0,0,2,0,0,0,0,0,0,0
Lake,2022-03-12,0,0,1,0,0,0,0,0,0,0
Lassen,2021-12-08,0,1,0,0,0,0,0,0,0,0
Lassen,2021-12-23,0,1,0,0,0,0,0,0,0,0
Lassen,2022-01-04,0,0,1,0,0,0,0,0,0,0
Lassen,2022-01-12,1,0,0,0,0,0,0,0,0,0
Lassen,2022-01-22,0,0,6,0,0,0,0,0,0,0
Lassen,2022-01-23,0,0,3,0,0,0,0,0,0,0
Lassen,2022-01-24,0,0,1,0,0,0,0,0,0,0
Lassen,2022-01-28,0,0,3,0,0,0,0,0,0,0
Lassen,2022-02-08,0,0,1,0,0,0,0,0,0,0
Lassen,2022-02-10,0,0,1,0,0,0,0,0,0,0
Lassen,2022-02-14,0,0,1,0,0,0,0,0,0,0
Lassen,2022-02-15,0,0,1,0,0,0,0,0,0,0
Lassen,2022-02-17,0,0,1,0,0,0,0,0,0,0
Lassen,2022-02-18,0,0,2,0,0,0,0,0,0,0
Lassen,2022-02-21,0,0,1,0,0,0,0,0,0,0
Lassen,2022-02-22,1,0,1,0,0,0,0,0,0,0
Lassen,2022-02-24,0,0,3,0,0,0,0,0,0,0
Lassen,2022-02-25,1,0,0,0,0,0,0,0,0,0
Lassen,2022-02-26,0,0,1,0,0,0,0,0,0,0
Lassen,2022-03-04,0,0,1,0,0,0,0,0,0,0
Lassen,2022-03-16,0,0,1,0,0,0,0,0,0,0
Lassen,2022-03-17,0,0,2,0,0,0,0,0,0,0
Lassen,2022-03-18,0,0,1,0,0,0,0,0,0,0
Lassen,2022-03-19,0,0,1,0,0,0,0,0,0,0
Lassen,2022-04-25,0,0,1,0,0,0,0,0,0,0
Los Angeles,2021-12-01,1,32,1,0,0,0,0,0,0,0
Los Angeles,2021-12-02,1,37,0,0,0,0,0,0,0,0
Los Angeles,2021-12-03,0,27,0,0,0,0,0,0,0,0
Los Angeles,2021-12-04,0,13,0,0,0,0,0,0,0,0
Los Angeles,2021-12-05,1,10,0,0,0,0,0,0,0,0
Los Angeles,2021-12-06,0,57,0,0,0,0,0,0,0,0
Los Angeles,2021-12-07,1,58,2,0,0,0,0,0,0,0
Los Angeles,2021-12-08,0,37,5,0,0,0,0,0,0,0
Los Angeles,2021-12-09,0,45,0,0,0,0,0,0,0,0
Los Angeles,2021-12-10,0,42,3,0,0,0,0,0,0,0
Los Angeles,2021-12-11,0,19,5,0,0,0,0,0,0,0
Los Angeles,2021-12-12,0,12,0,0,0,0,0,0,0,0
Los Angeles,2021-12-13,2,48,10,0,0,0,0,0,0,0
Los Angeles,2021-12-14,4,26,12,0,0,0,0,0,0,0
Los Angeles,2021-12-15,1,46,46,0,0,0,0,0,0,0
Los Angeles,2021-12-16,0,40,44,0,0,0,0,0,0,0
Los Angeles,2021-12-17,1,33,48,0,0,0,0,0,0,0
Los Angeles,2021-12-18,0,14,44,0,0,0,0,0,0,0
Los Angeles,2021-12-19,0,7,50,0,0,0,0,0,0,0
Los Angeles,2021-12-20,0,27,78,0,0,0,0,0,0,0
Los Angeles,2021-12-21,8,32,271,1,0,0,0,0,0,0
Los Angeles,2021-12-22,1,43,347,0,0,0,0,0,0,0
Los Angeles,2021-12-23,0,27,248,0,0,0,2,0,0,0
Los Angeles,2021-12-24,0,3,52,0,0,0,0,0,0,0
Los Angeles,2021-12-25,0,0,2,0,0,0,0,0,0,0
Los Angeles,2021-12-26,0,10,152,0,0,0,0,0,0,0
Los Angeles,2021-12-27,0,29,444,1,0,1,2,0,0,0
Los Angeles,2021-12-28,5,5,79,1,1,0,0,0,0,0
Los Angeles,2021-12-29,3,3,32,0,0,0,0,0,0,0
Los Angeles,2021-12-30,0,11,163,1,1,0,0,0,0,0
Los Angeles,2021-12-31,1,2,47,0,0,0,0,0,0,0
Los Angeles,2022-01-02,0,4,73,0,0,0,0,0,0,0
Los Angeles,2022-01-03,3,8,173,1,1,0,0,0,0,0
Los Angeles,2022-01-04,6,6,45,0,0,0,0,0,0,0
Los Angeles,2022-01-05,1,5,11,0,0,0,0,0,0,0
Los Angeles,2022-01-06,2,2,13,0,1,0,0,0,0,0
Los Angeles,2022-01-07,1,5,12,1,0,0,0,0,0,0
Los Angeles,2022-01-08,0,3,4,0,0,0,0,0,0,0
Los Angeles,2022-01-09,3,2,13,0,0,1,0,0,0,0
Los Angeles,2022-01-10,3,7,18,0,0,0,0,0,0,0
Los Angeles,2022-01-11,4,5,15,0,0,0,0,0,0,0
Los Angeles,2022-01-12,6,6,45,0,0,0,0,0,0,0
Los Angeles,2022-01-13,5,9,24,0,0,0,0,0,0,0
Los Angeles,2022-01-14,4,2,19,0,2,3,0,0,0,0
Los Angeles,2022-01-15,2,3,14,1,0,0,0,0,0,0
Los Angeles,2022-01-16,1,1,96,0,0,0,0,0,0,0
Los Angeles,2022-01-17,2,2,212,0,0,0,0,0,0,0
Los Angeles,2022-01-18,1,2,37,0,0,0,0,0,0,0
Los Angeles,2022-01-19,4,4,21,0,1,0,0,0,0,0
Los Angeles,2022-01-20,5,2,17,2,0,0,0,0,0,0
Los Angeles,2022-01-21,0,1,17,0,0,0,0,0,0,0
Los Angeles,2022-01-22,1,0,28,0,0,0,0,0,0,0
Los Angeles,2022-01-23,0,0,16,0,0,0,0,0,0,0
Los Angeles,2022-01-24,2,0,135,0,0,0,0,0,0,0
Los Angeles,2022-01-25,2,2,58,0,0,0,0,0,0,0
Los Angeles,2022-01-26,2,1,23,0,0,0,0,0,0,0
Los Angeles,2022-01-27,1,0,23,0,0,0,0,0,0,0
Los Angeles,2022-01-28,0,2,14,0,0,0,0,0,0,0
Los Angeles,2022-01-29,2,0,75,0,0,0,0,0,0,0
Los Angeles,2022-01-30,1,0,17,0,0,0,0,0,0,0
Los Angeles,2022-01-31,7,0,39,0,1,0,0,0,0,0
Los Angeles,2022-02-01,13,2,65,0,0,0,0,0,0,0
Los Angeles,2022-02-02,6,2,33,0,0,0,0,0,0,0
Los Angeles,2022-02-03,2,0,14,0,0,0,0,0,0,0
Los Angeles,2022-02-04,0,1,48,1,1,0,0,0,0,0
Los Angeles,2022-02-05,5,1,9,0,0,0,0,0,0,0
Los Angeles,2022-02-06,1,0,28,1,0,0,0,0,0,0
Los Angeles,2022-02-07,3,0,92,0,0,0,0,0,0,0
Los Angeles,2022-02-08,0,1,93,0,0,0,0,0,0,0
Los Angeles,2022-02-09,1,0,85,0,0,0,0,0,0,0
Los Angeles,2022-02-10,1,1,82,0,0,0,0,0,0,0
Los Angeles,2022-02-11,2,0,75,0,0,0,0,0,0,0
Los Angeles,2022-02-12,0,0,36,0,0,0,0,0,0,0
Los Angeles,2022-02-13,1,0,18,0,0,0,0,0,0,0
Los Angeles,2022-02-14,0,0,59,0,0,0,0,0,0,0
Los Angeles,2022-02-15,1,0,47,0,0,0,0,0,0,0
Los Angeles,2022-02-16,2,0,35,0,0,0,0,0,0,0
Los Angeles,2022-02-17,0,0,37,0,0,0,0,0,0,0
Los Angeles,2022-02-18,0,0,27,0,0,0,0,0,0,0
Los Angeles,2022-02-19,0,0,17,0,0,0,0,0,0,0
Los Angeles,2022-02-20,0,0,8,0,0,0,0,0,0,0
Los Angeles,2022-02-21,0,0,22,0,0,0,0,0,0,0
Los Angeles,2022-02-22,0,0,30,0,0,0,0,0,0,0
Los Angeles,2022-02-23,0,0,19,0,0,0,0,0,0,0
Los Angeles,2022-02-24,0,0,10,0,0,0,0,0,0,0
Los Angeles,2022-02-25,3,0,8,0,0,0,0,0,0,0
Los Angeles,2022-02-26,0,0,6,0,0,0,0,0,0,0
Los Angeles,2022-02-27,1,0,2,0,0,0,0,0,0,0
Los Angeles,2022-02-28,0,0,5,0,0,0,0,0,0,0
Los Angeles,2022-03-01,0,0,7,0,0,0,0,0,0,0
Los Angeles,2022-03-02,1,0,3,0,0,0,0,0,0,0
Los Angeles,2022-03-03,0,0,4,0,0,0,0,0,0,0
Los Angeles,2022-03-04,1,0,2,0,0,0,0,0,0,0
Los Angeles,2022-03-05,0,0,4,0,0,0,0,0,0,0
Los Angeles,2022-03-07,1,0,3,0,0,0,0,0,0,0
Los Angeles,2022-03-08,0,0,7,0,0,0,0,0,0,0
Los Angeles,2022-03-09,0,0,3,0,0,0,0,0,0,0
Los Angeles,2022-03-10,0,0,2,0,0,0,0,0,0,0
Los Angeles,2022-03-11,0,0,3,0,0,0,0,0,0,0
Los Angeles,2022-03-13,0,0,4,0,0,0,0,0,0,0
Los Angeles,2022-03-15,0,0,3,0,0,0,0,0,0,0
Los Angeles,2022-03-16,0,0,2,0,0,0,0,0,0,0
Los Angeles,2022-03-17,1,0,4,0,0,0,0,0,0,0
Los Angeles,2022-03-18,0,0,1,0,0,0,0,0,0,0
Los Angeles,2022-03-19,0,0,3,0,0,0,0,0,0,0
Los Angeles,2022-03-20,0,0,2,0,0,0,0,0,0,0
Los Angeles,2022-03-21,0,0,6,0,0,0,0,0,0,0
Los Angeles,2022-03-22,0,0,4,0,0,0,0,0,0,0
Los Angeles,2022-03-23,0,0,5,0,0,0,0,0,0,0
Los Angeles,2022-03-24,0,0,5,0,0,0,0,0,0,0
Los Angeles,2022-03-25,0,0,1,0,0,0,0,0,0,0
Los Angeles,2022-03-26,0,0,1,0,0,0,0,0,0,0
Los Angeles,2022-03-27,0,0,7,0,0,0,0,0,0,0
Los Angeles,2022-03-28,0,0,2,0,0,0,0,0,0,0
Los Angeles,2022-03-29,0,0,3,0,0,0,0,0,0,0
Los Angeles,2022-03-31,0,0,2,0,0,0,0,0,0,0
Los Angeles,2022-04-01,1,0,2,0,0,0,0,0,0,0
Los Angeles,2022-04-02,0,0,5,0,0,0,0,0,0,0
Los Angeles,2022-04-03,1,0,4,0,0,0,0,0,0,0
Los Angeles,2022-04-04,0,0,4,0,0,0,0,0,0,0
Los Angeles,2022-04-05,0,0,3,0,0,0,0,0,0,0
Los Angeles,2022-04-06,0,0,1,0,0,0,0,0,0,0
Los Angeles,2022-04-07,0,0,2,0,0,0,0,0,0,0
Los Angeles,2022-04-08,0,0,3,0,0,0,0,0,0,0
Los Angeles,2022-04-10,0,0,2,0,0,0,0,0,0,0
Los Angeles,2022-04-12,1,0,1,0,0,0,0,0,0,0
Los Angeles,2022-04-13,0,0,2,0,0,0,0,0,0,0
Madera,2021-12-01,1,4,0,0,0,0,0,0,0,0
Madera,2021-12-02,0,3,0,0,0,0,0,0,0,0
Madera,2021-12-03,0,9,0,0,0,0,0,0,0,0
Madera,2021-12-04,1,5,0,0,0,0,0,0,0,0
Madera,2021-12-06,0,16,0,0,0,0,0,0,0,0
Madera,2021-12-07,4,4,0,0,0,0,0,0,0,0
Madera,2021-12-08,0,3,0,0,0,0,0,0,0,0
Madera,2021-12-09,0,3,0,0,0,0,0,0,0,0
Madera,2021-12-10,2,4,0,0,0,0,0,0,0,0
Madera,2021-12-11,0,2,0,0,0,0,0,0,0,0
Madera,2021-12-12,0,4,0,0,0,0,0,0,0,0
Madera,2021-12-13,3,6,0,0,0,0,0,0,0,0
Madera,2021-12-14,1,3,0,0,0,0,0,0,0,0
Madera,2021-12-15,0,4,1,0,0,0,0,0,0,0
Madera,2021-12-16,0,2,0,0,0,0,0,0,0,0
Madera,2021-12-18,0,1,0,0,0,0,0,0,0,0
Madera,2021-12-19,0,2,0,0,0,0,0,0,0,0
Madera,2021-12-20,0,1,1,0,0,0,0,0,0,0
Madera,2021-12-21,0,3,1,0,0,0,0,0,0,0
Madera,2021-12-22,0,1,0,0,0,0,0,0,0,0
Madera,2021-12-23,0,0,2,0,0,0,0,0,0,0
Madera,2021-12-25,0,1,0,0,0,0,0,0,0,0
Madera,2021-12-26,0,0,1,0,0,0,0,0,0,0
Madera,2021-12-27,0,2,2,0,0,0,0,0,0,0
Madera,2021-12-28,0,0,5,0,0,0,0,0,0,0
Madera,2021-12-29,2,3,6,0,0,0,0,0,0,0
Madera,2021-12-30,1,1,7,0,0,0,0,0,0,0
Madera,2022-01-03,0,0,9,0,0,0,0,0,0,0
Madera,2022-01-04,0,0,15,0,0,0,0,0,0,0
Madera,2022-01-05,0,1,3,0,0,0,0,0,0,0
Madera,2022-01-06,1,1,2,0,0,0,0,0,0,0
Madera,2022-01-07,1,0,2,0,0,0,0,0,0,0
Madera,2022-01-08,0,1,1,0,0,0,0,0,0,0
Madera,2022-01-09,0,0,0,1,1,0,0,0,0,0
Madera,2022-01-10,1,1,0,2,0,0,0,0,0,0
Madera,2022-01-11,2,0,1,1,0,0,0,0,0,0
Madera,2022-01-12,0,0,5,0,1,0,0,0,0,0
Madera,2022-01-13,2,1,0,0,0,0,0,0,0,0
Madera,2022-01-14,0,0,3,0,0,0,0,0,0,0
Madera,2022-01-15,1,0,0,0,0,0,0,0,0,0
Madera,2022-01-16,1,2,0,1,0,0,0,0,0,0
Madera,2022-01-17,1,0,1,0,0,0,0,0,0,0
Madera,2022-01-18,3,1,7,1,0,0,0,0,0,0
Madera,2022-01-19,1,0,11,0,0,0,0,0,0,0
Madera,2022-01-20,2,3,8,0,0,0,0,0,0,0
Madera,2022-01-21,1,3,6,0,0,0,0,0,0,0
Madera,2022-01-22,2,2,3,1,0,0,0,0,0,0
Madera,2022-01-24,1,0,0,0,0,0,0,0,0,0
Madera,2022-01-25,4,0,1,0,0,0,0,0,0,0
Madera,2022-01-26,0,1,2,0,1,0,0,0,0,0
Madera,2022-01-27,1,0,8,0,0,0,0,0,0,0
Madera,2022-01-28,1,0,4,0,0,0,0,0,0,0
Madera,2022-01-29,2,0,9,0,0,0,0,0,0,0
Madera,2022-01-30,2,0,2,1,0,0,0,0,0,0
Madera,2022-01-31,5,1,25,0,0,0,0,0,0,0
Madera,2022-02-01,6,2,45,0,0,0,0,0,0,0
Madera,2022-02-02,7,0,33,0,0,0,0,0,0,0
Madera,2022-02-03,3,0,19,0,0,0,0,0,0,0
Madera,2022-02-04,2,0,4,0,0,0,0,0,0,0
Madera,2022-02-05,0,0,6,0,0,0,0,0,0,0
Madera,2022-02-06,2,0,4,0,0,0,0,0,0,0
Madera,2022-02-07,3,0,37,0,1,0,0,0,0,0
Madera,2022-02-08,2,0,32,0,0,0,0,0,0,0
Madera,2022-02-09,6,1,28,0,0,0,0,0,0,0
Madera,2022-02-10,0,0,18,0,0,0,0,0,0,0
Madera,2022-02-11,3,0,22,0,0,0,0,0,0,0
Madera,2022-02-12,2,0,4,0,0,0,0,0,0,0
Madera,2022-02-13,1,0,8,0,0,0,0,0,0,0
Madera,2022-02-14,1,1,26,0,0,0,0,0,0,0
Madera,2022-02-15,2,0,26,0,0,0,0,0,0,0
Madera,2022-02-16,5,0,14,0,0,0,0,0,0,0
Madera,2022-02-17,1,0,9,0,0,0,0,0,0,0
Madera,2022-02-18,2,0,9,0,0,0,0,0,0,0
Madera,2022-02-19,1,0,3,0,0,0,0,0,0,0
Madera,2022-02-20,1,0,1,0,0,0,0,0,0,0
Madera,2022-02-21,0,0,2,0,0,0,0,0,0,0
Madera,2022-02-22,3,0,18,0,0,0,0,0,0,0
Madera,2022-02-23,3,0,5,0,0,0,0,0,0,0
Madera,2022-02-24,0,0,8,0,0,0,0,0,0,0
Madera,2022-02-25,1,0,8,0,0,0,0,0,0,0
Madera,2022-02-26,1,0,6,0,0,0,0,0,0,0
Madera,2022-02-27,0,0,4,0,0,0,0,0,0,0
Madera,2022-02-28,0,0,2,0,0,0,0,0,0,0
Madera,2022-03-01,0,0,2,0,0,0,0,0,0,0
Madera,2022-03-02,0,0,3,0,0,0,0,0,0,0
Madera,2022-03-03,4,0,4,0,0,0,0,0,0,0
Madera,2022-03-04,4,0,5,0,0,0,0,0,0,0
Madera,2022-03-06,0,0,1,0,0,0,0,0,0,0
Madera,2022-03-07,2,0,3,0,0,0,0,0,0,0
Madera,2022-03-08,1,0,2,0,0,0,0,0,0,0
Madera,2022-03-09,1,0,5,0,0,0,0,0,0,0
Madera,2022-03-10,0,0,2,0,0,0,0,0,0,0
Madera,2022-03-11,0,0,3,0,0,0,0,0,0,0
Madera,2022-03-17,0,0,2,0,0,0,0,0,0,0
Madera,2022-03-19,0,0,1,0,0,0,0,0,0,0
Madera,2022-03-21,0,0,2,0,0,0,0,0,0,0
Madera,2022-03-22,0,0,2,0,0,0,0,0,0,0
Madera,2022-04-01,0,0,1,0,0,0,0,0,0,0
Madera,2022-04-07,0,0,1,0,0,0,0,0,0,0
Marin,2021-12-01,0,3,0,0,0,0,0,0,0,0
Marin,2021-12-02,0,2,0,0,0,0,0,0,0,0
Marin,2021-12-03,0,3,0,0,0,0,0,0,0,0
Marin,2021-12-04,0,11,0,0,0,0,0,0,0,0
Marin,2021-12-05,0,1,0,0,0,0,0,0,0,0
Marin,2021-12-06,0,2,0,0,0,0,0,0,0,0
Marin,2021-12-07,0,5,0,0,0,0,0,0,0,0
Marin,2021-12-08,0,3,0,0,0,0,0,0,0,0
Marin,2021-12-09,1,6,1,0,0,0,0,0,0,0
Marin,2021-12-10,1,4,0,0,0,0,0,0,0,0
Marin,2021-12-11,1,1,0,0,0,0,0,0,0,0
Marin,2021-12-13,0,0,1,0,0,0,0,0,0,0
Marin,2021-12-14,1,6,4,0,0,0,0,0,0,0
Marin,2021-12-15,0,0,1,0,0,0,0,0,0,0
Marin,2021-12-16,0,0,1,0,0,0,0,0,0,0
Marin,2021-12-17,0,1,0,0,0,0,0,0,0,0
Marin,2021-12-18,0,3,0,0,0,0,0,0,0,0
Marin,2021-12-20,1,0,2,0,0,0,0,0,0,0
Marin,2021-12-21,0,0,2,0,0,0,0,0,0,0
Marin,2021-12-22,1,1,10,0,0,0,0,0,0,0
Marin,2021-12-23,0,0,1,0,0,0,0,0,0,0
Marin,2021-12-26,0,1,2,0,0,0,0,0,0,0
Marin,2021-12-27,1,0,4,0,0,0,0,0,0,0
Marin,2021-12-28,0,0,5,0,0,0,0,0,0,0
Marin,2021-12-29,1,0,0,0,0,0,0,0,0,0
Marin,2021-12-31,0,0,7,0,0,0,0,0,0,0
Marin,2022-01-02,1,0,4,0,0,0,0,0,0,0
Marin,2022-01-03,1,0,1,0,0,0,0,0,0,0
Marin,2022-01-04,1,0,1,0,0,0,0,0,0,0
Marin,2022-01-05,0,1,2,0,0,0,0,0,0,0
Marin,2022-01-06,0,0,4,0,0,0,0,0,0,0
Marin,2022-01-07,1,1,0,0,0,0,0,0,0,0
