county,date,other,delta,omicron,epsilon,alpha,iota,gamma,zeta,mu,beta
Kings,2021-12-06,3,12,0,0,0,0,0,0,0,0
Kings,2021-12-07,2,8,0,0,0,0,0,0,0,0
Kings,2021-12-08,0,2,0,0,0,0,0,0,0,0
Kings,2021-12-09,1,2,0,0,0,0,0,0,0,0
Kings,2021-12-10,0,7,0,0,0,0,0,0,0,0
Kings,2021-12-11,0,2,0,0,0,0,0,0,0,0
Kings,2021-12-12,0,6,0,0,0,0,0,0,0,0
Kings,2021-12-13,0,13,0,0,0,0,0,0,0,0
Kings,2021-12-14,1,8,0,0,0,0,0,0,0,0
Kings,2021-12-15,2,2,0,0,0,0,0,0,0,0
Kings,2021-12-16,0,1,0,0,0,0,0,0,0,0
Kings,2021-12-17,0,2,0,0,0,0,0,0,0,0
Kings,2021-12-20,0,1,1,0,0,0,0,0,0,0
Kings,2021-12-21,0,1,0,0,0,0,0,0,0,0
Kings,2021-12-22,0,2,1,0,0,0,0,0,0,0
Kings,2021-12-23,0,2,0,0,0,0,0,0,0,0
Kings,2021-12-24,0,1,0,0,0,0,0,0,0,0
Kings,2021-12-26,0,1,0,0,0,0,0,0,0,0
Kings,2021-12-27,0,0,1,0,0,0,0,0,0,0
Kings,2021-12-28,6,2,2,0,0,0,0,0,0,0
Kings,2021-12-29,1,1,5,0,0,0,0,0,0,0
Kings,2021-12-30,3,1,3,0,0,0,0,0,0,0
Kings,2022-01-02,1,0,0,0,0,0,0,0,0,0
Kings,2022-01-03,2,1,2,0,0,0,0,0,0,0
Kings,2022-01-04,3,0,2,1,0,0,0,0,0,0
Kings,2022-01-05,1,0,0,0,0,0,0,0,0,0
Kings,2022-01-06,2,2,5,0,0,0,0,0,0,0
Kings,2022-01-07,2,2,1,0,0,0,0,0,0,0
Kings,2022-01-08,1,1,0,0,0,0,0,0,0,0
Kings,2022-01-09,3,0,0,0,0,0,0,0,0,0
Kings,2022-01-10,3,1,5,1,0,0,0,0,0,0
Kings,2022-01-11,4,0,12,0,0,0,0,0,0,0
Kings,2022-01-12,2,1,4,2,0,0,0,0,0,0
Kings,2022-01-13,3,1,6,0,0,0,0,0,0,0
Kings,2022-01-14,7,3,5,0,0,0,0,0,0,0
Kings,2022-01-15,1,1,3,0,0,0,0,0,0,0
Kings,2022-01-16,1,0,3,0,0,0,0,0,0,0
Kings,2022-01-17,2,1,0,0,0,0,0,0,0,0
Kings,2022-01-18,10,1,11,1,0,0,0,0,0,0
Kings,2022-01-19,6,2,2,0,0,0,0,0,0,0
Kings,2022-01-20,8,1,8,0,0,0,0,0,0,0
Kings,2022-01-21,1,2,3,1,2,0,0,0,0,0
Kings,2022-01-22,3,1,0,0,0,0,0,0,0,0
Kings,2022-01-23,4,1,1,0,0,0,0,0,0,0
Kings,2022-01-24,4,3,3,0,0,0,0,0,0,0
Kings,2022-01-25,4,0,15,0,0,0,0,0,0,0
Kings,2022-01-26,1,1,12,1,0,0,0,0,0,0
Kings,2022-01-27,4,0,9,1,0,0,0,0,0,0
Kings,2022-01-28,1,0,7,0,0,0,0,0,0,0
Kings,2022-01-29,0,0,3,0,0,0,0,0,0,0
Kings,2022-01-30,4,0,46,0,0,0,0,0,0,0
Kings,2022-01-31,13,1,130,1,0,0,0,0,0,0
Kings,2022-02-01,11,0,116,1,0,0,0,0,0,0
Kings,2022-02-02,12,1,85,0,0,0,0,0,0,0
Kings,2022-02-03,1,0,12,1,0,0,0,0,0,0
Kings,2022-02-04,3,0,10,1,0,0,0,0,0,0
Kings,2022-02-05,0,0,31,0,0,0,0,0,0,0
Kings,2022-02-06,3,0,21,0,0,0,0,0,0,0
Kings,2022-02-07,8,0,78,0,1,0,0,0,0,0
Kings,2022-02-08,5,0,28,0,0,0,0,0,0,0
Kings,2022-02-09,1,1,18,0,0,0,0,0,0,0
Kings,2022-02-10,4,0,28,0,0,0,0,0,0,0
Kings,2022-02-11,1,0,37,0,0,0,0,0,0,0
Kings,2022-02-12,0,0,16,0,0,0,0,0,0,0
Kings,2022-02-13,0,0,7,0,0,0,0,0,0,0
Kings,2022-02-14,9,0,26,0,0,0,0,0,0,0
Kings,2022-02-15,4,0,9,0,0,0,0,0,0,0
Kings,2022-02-16,4,0,28,0,0,0,0,0,0,0
Kings,2022-02-17,2,0,16,0,0,0,0,0,0,0
Kings,2022-02-18,2,0,9,0,0,0,0,0,0,0
Kings,2022-02-19,1,0,3,0,0,0,0,0,0,0
Kings,2022-02-20,1,0,3,0,0,0,0,0,0,0
Kings,2022-02-22,3,0,18,0,0,0,0,0,0,0
Kings,2022-02-23,5,0,6,0,0,0,0,0,0,0
Kings,2022-02-24,1,0,5,0,0,0,0,0,0,0
Kings,2022-02-25,0,0,2,0,0,0,0,0,0,0
Kings,2022-02-26,1,0,6,0,0,0,0,0,0,0
Kings,2022-02-27,0,0,2,0,0,0,0,0,0,0
Kings,2022-02-28,0,0,1,0,0,0,0,0,0,0
Kings,2022-03-01,3,0,1,0,0,0,0,0,0,0
Kings,2022-03-03,1,0,2,0,0,0,0,0,0,0
Kings,2022-03-05,1,0,1,0,0,0,0,0,0,0
Kings,2022-03-07,1,0,2,0,0,0,0,0,0,0
Kings,2022-03-08,0,0,5,0,0,0,0,0,0,0
Kings,2022-03-09,1,0,6,0,0,0,0,0,0,0
Kings,2022-03-10,0,0,3,0,0,0,0,0,0,0
Kings,2022-03-11,0,0,2,0,0,0,0,0,0,0
Kings,2022-03-12,0,0,1,0,0,0,0,0,0,0
Kings,2022-03-14,1,0,4,0,0,0,0,0,0,0
Kings,2022-03-15,3,0,1,0,0,0,0,0,0,0
Kings,2022-03-16,0,0,2,0,0,0,0,0,0,0
Kings,2022-03-19,0,0,1,0,0,0,0,0,0,0
Kings,2022-03-20,1,0,0,0,0,0,0,0,0,0
Kings,2022-03-21,1,0,1,0,0,0,0,0,0,0
Kings,2022-03-23,1,0,1,0,0,0,0,0,0,0
Kings,2022-03-24,0,0,1,0,0,0,0,0,0,0
Kings,2022-03-27,0,0,1,0,0,0,0,0,0,0
Kings,2022-03-29,0,0,1,0,0,0,0,0,0,0
Kings,2022-03-31,0,0,1,0,0,0,0,0,0,0
Kings,2022-04-05,0,0,1,0,0,0,0,0,0,0
Kings,2022-04-20,0,0,1,0,0,0,0,0,0,0
Kings,2022-04-28,1,0,1,0,0,0,0,0,0,0
Kings,2022-05-10,0,0,1,0,0,0,0,0,0,0
Lake,2021-12-03,0,2,0,0,0,0,0,0,0,0
Lake,2021-12-04,0,1,0,0,0,0,0,0,0,0
Lake,2021-12-06,0,4,0,0,0,0,0,0,0,0
Lake,2021-12-09,0,1,0,0,0,0,0,0,0,0
Lake,2021-12-10,0,2,0,0,0,0,0,0,0,0
Lake,2021-12-13,0,4,0,0,0,0,0,0,0,0
Lake,2021-12-14,0,1,0,0,0,0,0,0,0,0
Lake,2021-12-20,0,1,0,0,0,0,0,0,0,0
Lake,2021-12-22,0,2,0,0,0,0,0,0,0,0
Lake,2021-12-29,0,0,1,0,0,0,0,0,0,0
Lake,2021-12-30,0,1,7,0,0,0,0,0,0,0
Lake,2022-01-03,0,3,5,0,0,0,0,0,0,0
Lake,2022-01-06,0,1,1,0,0,0,0,0,0,0
Lake,2022-01-10,1,1,1,0,0,0,0,0,0,0
Lake,2022-01-11,1,1,0,0,0,0,0,0,0,0
Lake,2022-01-14,1,1,1,0,0,0,0,0,0,0
Lake,2022-01-17,0,1,0,0,0,0,0,0,0,0
Lake,2022-01-18,1,0,3,0,0,0,0,0,0,0
Lake,2022-01-24,1,0,8,0,0,0,0,0,0,0
Lake,2022-01-25,0,1,0,0,0,0,0,0,0,0
Lake,2022-01-26,1,1,2,0,0,0,0,0,0,0
Lake,2022-01-27,0,0,1,0,0,0,0,0,0,0
Lake,2022-01-31,0,2,9,0,0,0,0,0,0,0
Lake,2022-02-01,1,0,6,0,0,0,0,0,0,0
Lake,2022-02-02,2,0,4,0,0,0,0,0,0,0
Lake,2022-02-03,1,0,1,0,0,0,0,0,0,0
Lake,2022-02-04,0,0,2,0,0,0,0,0,0,0
Lake,2022-02-07,3,0,9,0,0,0,0,0,0,0
Lake,2022-02-09,0,0,3,0,0,0,0,0,0,0
Lake,2022-02-10,0,0,7,0,0,0,0,0,0,0
Lake,2022-02-11,0,0,3,0,0,0,0,0,0,0
Lake,2022-02-12,2,0,4,0,0,0,0,0,0,0
Lake,2022-02-14,0,0,2,0,0,0,0,0,0,0
Lake,2022-02-15,0,0,2,0,0,0,0,0,0,0
Lake,2022-02-16,2,0,5,0,0,0,0,0,0,0
Lake,2022-02-17,0,0,2,0,0,0,0,0,0,0
Lake,2022-02-18,0,0,2,0,0,0,0,0,0,0
Lake,2022-02-19,2,0,1,0,0,0,0,0,0,0
Lake,2022-02-21,0,0,1,0,0,0,0,0,0,0
Lake,2022-02-22,0,0,2,0,0,0,0,0,0,0
Lake,2022-02-23,1,0,0,0,0,0,0,0,0,0
Lake,2022-02-24,0,0,3,0,0,0,0,0,0,0
Lake,2022-02-28,0,0,5,0,0,0,0,0,0,0
Lake,2022-03-03,0,0,1,0,0,0,0,0,0,0
Lake,2022-03-04,0,0,1,0,0,0,0,0,0,0
Lake,2022-03-05,0,0,2,0,0,0,0,0,0,0
Lake,2022-03-07,0,0,1,0,0,0,0,0,0,0
Lake,2022-03-08,0,0,2,0,0,0,0,0,0,0
Lake,2022-03-09,1,0,2,0,0,0,0,0,0,0
Lake,2022-03-10,0,0,1,0,0,0,0,0,0,0
Lake,2022-03-16,1,0,2,0,0,0,0,0,0,0
Lake,2022-04-14,0,0,1,0,0,0,0,0,0,0
Lassen,2021-12-08,0,1,0,0,0,0,0,0,0,0
Lassen,2021-12-23,0,1,0,0,0,0,0,0,0,0
Lassen,2022-01-04,0,0,1,0,0,0,0,0,0,0
Lassen,2022-01-12,1,0,0,0,0,0,0,0,0,0
Lassen,2022-01-22,0,0,6,0,0,0,0,0,0,0
Lassen,2022-01-23,0,0,4,0,0,0,0,0,0,0
Lassen,2022-01-27,1,0,0,0,0,0,0,0,0,0
Lassen,2022-01-28,0,0,3,0,0,0,0,0,0,0
Lassen,2022-02-03,0,0,1,0,0,0,0,0,0,0
Lassen,2022-02-08,0,0,1,0,0,0,0,0,0,0
Lassen,2022-02-10,0,0,1,0,0,0,0,0,0,0
Lassen,2022-02-14,0,0,1,0,0,0,0,0,0,0
Lassen,2022-02-15,0,0,1,0,0,0,0,0,0,0
Lassen,2022-02-17,0,0,1,0,0,0,0,0,0,0
Lassen,2022-02-18,0,0,2,0,0,0,0,0,0,0
Lassen,2022-02-21,0,0,1,0,0,0,0,0,0,0
Lassen,2022-02-22,1,0,1,0,0,0,0,0,0,0
Lassen,2022-02-24,0,0,4,0,0,0,0,0,0,0
Lassen,2022-02-25,1,0,0,0,0,0,0,0,0,0
Lassen,2022-03-04,0,0,1,0,0,0,0,0,0,0
Lassen,2022-03-16,0,0,1,0,0,0,0,0,0,0
Lassen,2022-03-17,0,0,2,0,0,0,0,0,0,0
Lassen,2022-03-18,0,0,1,0,0,0,0,0,0,0
Lassen,2022-03-19,0,0,1,0,0,0,0,0,0,0
Los Angeles,2021-12-01,1,33,1,0,0,0,0,0,0,0
Los Angeles,2021-12-02,1,36,0,0,0,0,0,0,0,0
Los Angeles,2021-12-03,0,26,0,0,0,0,0,0,0,0
Los Angeles,2021-12-04,0,15,0,0,0,0,0,0,0,0
Los Angeles,2021-12-05,1,14,0,0,0,0,0,0,0,0
Los Angeles,2021-12-06,0,55,0,0,0,0,0,0,0,0
Los Angeles,2021-12-07,1,58,2,0,0,0,0,0,0,0
Los Angeles,2021-12-08,0,41,5,0,0,0,0,0,0,0
Los Angeles,2021-12-09,0,43,1,0,0,0,0,0,0,0
Los Angeles,2021-12-10,0,43,3,0,0,0,0,0,0,0
Los Angeles,2021-12-11,0,20,5,0,0,0,0,0,0,0
Los Angeles,2021-12-12,0,14,0,0,0,0,0,0,0,0
Los Angeles,2021-12-13,2,49,12,0,0,0,0,0,0,0
Los Angeles,2021-12-14,4,27,12,0,0,0,0,0,0,0
Los Angeles,2021-12-15,1,46,46,0,0,0,0,0,0,0
Los Angeles,2021-12-16,0,40,46,0,1,0,0,0,0,0
Los Angeles,2021-12-17,1,31,48,0,0,0,0,0,0,0
Los Angeles,2021-12-18,0,13,43,0,0,0,0,0,0,0
Los Angeles,2021-12-19,0,7,43,0,0,0,0,0,0,0
Los Angeles,2021-12-20,0,28,76,0,0,1,0,0,0,0
Los Angeles,2021-12-21,8,34,271,1,0,0,0,0,0,0
Los Angeles,2021-12-22,2,38,351,0,0,0,0,0,0,0
Los Angeles,2021-12-23,0,27,246,0,0,0,0,0,0,0
Los Angeles,2021-12-24,0,6,55,0,0,0,0,0,0,0
Los Angeles,2021-12-25,1,1,1,0,0,0,0,0,0,0
Los Angeles,2021-12-26,0,8,151,0,1,0,0,0,0,0
Los Angeles,2021-12-27,0,27,451,1,0,0,1,0,0,0
Los Angeles,2021-12-28,5,10,75,1,0,0,0,0,0,0
Los Angeles,2021-12-29,3,5,32,0,0,0,0,0,0,0
Los Angeles,2021-12-30,1,12,161,1,0,0,0,0,0,0
Los Angeles,2021-12-31,1,4,50,1,0,0,0,0,0,0
Los Angeles,2022-01-01,0,1,2,0,0,0,0,0,0,0
Los Angeles,2022-01-02,0,2,78,0,0,0,0,0,0,0
Los Angeles,2022-01-03,7,9,168,0,0,0,0,0,0,0
Los Angeles,2022-01-04,6,3,42,0,0,0,0,0,0,0
Los Angeles,2022-01-05,1,6,15,0,1,0,0,0,0,0
Los Angeles,2022-01-06,3,3,13,0,1,0,0,0,0,0
Los Angeles,2022-01-07,1,7,8,0,0,0,1,0,0,0
Los Angeles,2022-01-08,2,1,3,0,0,0,0,0,0,0
Los Angeles,2022-01-09,1,1,11,0,0,0,1,0,0,0
Los Angeles,2022-01-10,7,7,11,0,0,0,0,0,0,0
Los Angeles,2022-01-11,4,2,18,1,0,0,0,0,0,0
Los Angeles,2022-01-12,3,4,52,0,0,0,0,0,0,0
Los Angeles,2022-01-13,12,7,19,0,0,0,0,0,0,0
Los Angeles,2022-01-14,4,3,19,0,1,0,2,0,0,0
Los Angeles,2022-01-15,0,5,14,0,0,0,0,0,0,0
Los Angeles,2022-01-16,1,2,95,0,0,0,0,0,0,0
Los Angeles,2022-01-17,2,2,215,1,0,1,0,0,0,0
Los Angeles,2022-01-18,3,3,36,0,1,0,0,0,0,0
Los Angeles,2022-01-19,4,4,23,0,1,0,0,0,0,0
Los Angeles,2022-01-20,2,0,16,1,0,0,0,0,0,0
Los Angeles,2022-01-21,1,1,14,0,0,0,0,0,0,0
Los Angeles,2022-01-22,2,0,32,0,0,0,0,0,0,0
Los Angeles,2022-01-23,0,0,10,1,0,0,0,0,0,0
Los Angeles,2022-01-24,2,2,143,0,0,0,0,0,0,0
Los Angeles,2022-01-25,2,1,59,0,0,0,0,0,0,0
Los Angeles,2022-01-26,4,1,23,0,0,0,0,0,0,0
Los Angeles,2022-01-27,0,0,24,0,0,0,0,0,0,0
Los Angeles,2022-01-28,0,2,13,0,0,0,0,0,0,0
Los Angeles,2022-01-29,2,2,64,0,0,0,0,0,0,0
Los Angeles,2022-01-30,0,0,18,0,0,0,0,0,0,0
Los Angeles,2022-01-31,10,0,34,0,0,0,0,0,0,0
Los Angeles,2022-02-01,15,0,74,0,0,0,0,0,0,0
Los Angeles,2022-02-02,5,1,28,0,0,0,0,0,0,0
Los Angeles,2022-02-03,1,1,25,0,0,0,0,0,0,0
Los Angeles,2022-02-04,0,0,58,0,0,0,0,0,0,0
Los Angeles,2022-02-05,5,0,14,0,0,0,0,0,0,0
Los Angeles,2022-02-06,0,0,28,0,0,0,0,0,0,0
Los Angeles,2022-02-07,2,1,94,0,0,0,1,0,0,0
Los Angeles,2022-02-08,4,1,88,0,0,0,0,0,0,0
Los Angeles,2022-02-09,1,0,80,0,0,0,0,0,0,0
Los Angeles,2022-02-10,3,0,84,0,0,0,0,0,0,0
Los Angeles,2022-02-11,1,0,73,0,0,0,0,0,0,0
Los Angeles,2022-02-12,0,0,32,0,0,0,0,0,0,0
Los Angeles,2022-02-13,1,0,19,0,0,0,0,0,0,0
Los Angeles,2022-02-14,0,0,60,0,0,0,0,0,0,0
Los Angeles,2022-02-15,3,0,51,0,0,0,0,0,0,0
Los Angeles,2022-02-16,2,0,35,0,0,0,0,0,0,0
Los Angeles,2022-02-17,0,0,34,0,0,0,0,0,0,0
Los Angeles,2022-02-18,0,0,27,0,0,0,0,0,0,0
Los Angeles,2022-02-19,0,0,17,0,0,0,0,0,0,0
Los Angeles,2022-02-20,0,0,7,0,0,0,0,0,0,0
Los Angeles,2022-02-21,0,0,22,0,0,0,0,0,0,0
Los Angeles,2022-02-22,1,0,29,0,0,0,0,0,0,0
Los Angeles,2022-02-23,1,0,22,0,0,0,0,0,0,0
Los Angeles,2022-02-24,0,0,12,0,0,0,0,0,0,0
Los Angeles,2022-02-25,2,0,8,0,0,0,0,0,0,0
Los Angeles,2022-02-26,0,0,8,0,0,0,0,0,0,0
Los Angeles,2022-02-28,0,0,4,0,0,0,0,0,0,0
Los Angeles,2022-03-01,0,0,7,0,0,0,0,0,0,0
Los Angeles,2022-03-02,1,0,4,0,0,0,0,0,0,0
Los Angeles,2022-03-04,1,0,2,0,0,0,0,0,0,0
Los Angeles,2022-03-05,0,0,4,0,0,0,0,0,0,0
Los Angeles,2022-03-07,1,0,2,0,0,0,0,0,0,0
Los Angeles,2022-03-08,0,0,9,0,0,0,0,0,0,0
Los Angeles,2022-03-09,0,0,2,0,0,0,0,0,0,0
Los Angeles,2022-03-10,0,0,1,0,0,0,0,0,0,0
Los Angeles,2022-03-11,0,0,4,0,0,0,0,0,0,0
Los Angeles,2022-03-12,1,0,0,0,0,0,0,0,0,0
Los Angeles,2022-03-13,0,0,5,0,0,0,0,0,0,0
Los Angeles,2022-03-14,0,0,3,0,0,0,0,0,0,0
Los Angeles,2022-03-15,0,0,3,0,0,0,0,0,0,0
Los Angeles,2022-03-16,0,0,2,0,0,0,0,0,0,0
Los Angeles,2022-03-17,1,0,5,0,0,0,0,0,0,0
Los Angeles,2022-03-18,0,0,1,0,0,0,0,0,0,0
Los Angeles,2022-03-19,0,0,2,0,0,0,0,0,0,0
Los Angeles,2022-03-20,0,0,4,0,0,0,0,0,0,0
Los Angeles,2022-03-21,0,0,5,0,0,0,0,0,0,0
Los Angeles,2022-03-22,0,0,4,0,0,0,0,0,0,0
Los Angeles,2022-03-23,0,0,5,0,0,0,0,0,0,0
Los Angeles,2022-03-24,0,0,3,0,0,0,0,0,0,0
Los Angeles,2022-03-25,0,0,4,0,0,0,0,0,0,0
Los Angeles,2022-03-26,0,0,1,0,0,0,0,0,0,0
Los Angeles,2022-03-27,0,0,5,0,0,0,0,0,0,0
Los Angeles,2022-03-28,0,0,2,0,0,0,0,0,0,0
Los Angeles,2022-03-29,0,0,5,0,0,0,0,0,0,0
Los Angeles,2022-03-31,0,0,3,0,0,0,0,0,0,0
Los Angeles,2022-04-01,1,0,2,0,0,0,0,0,0,0
Los Angeles,2022-04-02,0,0,4,0,0,0,0,0,0,0
Los Angeles,2022-04-03,1,0,4,0,0,0,0,0,0,0
Los Angeles,2022-04-04,0,0,4,0,0,0,0,0,0,0
Los Angeles,2022-04-05,0,0,3,0,0,0,0,0,0,0
Los Angeles,2022-04-06,0,0,3,0,0,0,0,0,0,0
Los Angeles,2022-04-07,1,0,2,0,0,0,0,0,0,0
Los Angeles,2022-04-08,0,0,4,0,0,0,0,0,0,0
Los Angeles,2022-04-09,0,0,1,0,0,0,0,0,0,0
Los Angeles,2022-04-10,0,0,5,0,0,0,0,0,0,0
Los Angeles,2022-04-11,0,0,4,0,0,0,0,0,0,0
Los Angeles,2022-04-12,1,0,1,0,0,0,0,0,0,0
Los Angeles,2022-04-13,0,0,6,0,0,0,0,0,0,0
Los Angeles,2022-04-14,1,0,2,0,0,0,0,0,0,0
Los Angeles,2022-04-15,0,0,1,0,0,0,0,0,0,0
Los Angeles,2022-04-16,1,0,2,0,0,0,0,0,0,0
Los Angeles,2022-04-17,0,0,4,0,0,0,0,0,0,0
Los Angeles,2022-04-18,2,0,7,0,0,0,0,0,0,0
Los Angeles,2022-04-19,0,0,1,0,0,0,0,0,0,0
Los Angeles,2022-04-20,1,0,5,0,0,0,0,0,0,0
Los Angeles,2022-04-21,0,0,1,0,0,0,0,0,0,0
Los Angeles,2022-04-22,1,0,0,0,0,0,0,0,0,0
Los Angeles,2022-04-23,0,0,3,0,0,0,0,0,0,0
Los Angeles,2022-04-25,0,0,2,0,0,0,0,0,0,0
Los Angeles,2022-04-26,0,0,1,0,0,0,0,0,0,0
Los Angeles,2022-04-27,3,0,3,0,0,0,0,0,0,0
Los Angeles,2022-04-28,0,0,1,0,0,0,0,0,0,0
Los Angeles,2022-05-03,0,0,1,0,0,0,0,0,0,0
Los Angeles,2022-05-05,0,0,1,0,0,0,0,0,0,0
Madera,2021-12-01,1,5,0,0,0,0,0,0,0,0
Madera,2021-12-02,0,4,0,0,0,0,0,0,0,0
Madera,2021-12-03,0,9,0,0,0,0,0,0,0,0
Madera,2021-12-04,1,5,0,0,0,0,0,0,0,0
Madera,2021-12-06,0,17,0,0,0,0,0,0,0,0
Madera,2021-12-07,3,4,0,0,0,0,0,0,0,0
Madera,2021-12-08,0,2,0,0,0,0,0,0,0,0
Madera,2021-12-09,0,3,0,0,0,0,0,0,0,0
Madera,2021-12-10,3,3,1,0,0,0,0,0,0,0
Madera,2021-12-11,0,1,0,0,0,0,0,0,0,0
Madera,2021-12-12,0,4,0,0,0,0,0,0,0,0
Madera,2021-12-13,3,7,0,0,0,0,0,0,0,0
Madera,2021-12-14,1,2,0,0,0,0,0,0,0,0
Madera,2021-12-15,0,4,1,0,0,0,0,0,0,0
Madera,2021-12-16,0,2,0,0,0,0,0,0,0,0
Madera,2021-12-18,0,1,0,0,0,0,0,0,0,0
Madera,2021-12-19,0,1,0,0,0,0,0,0,0,0
Madera,2021-12-20,0,1,1,0,0,0,0,0,0,0
Madera,2021-12-21,0,2,0,0,0,0,0,0,0,0
Madera,2021-12-22,0,1,0,0,0,0,0,0,0,0
Madera,2021-12-23,0,0,2,0,0,0,0,0,0,0
Madera,2021-12-25,0,1,0,0,0,0,0,0,0,0
Madera,2021-12-26,0,0,1,0,0,0,0,0,0,0
Madera,2021-12-27,0,1,2,0,0,0,0,0,0,0
Madera,2021-12-28,0,0,5,0,0,0,0,0,0,0
Madera,2021-12-29,3,4,5,0,0,0,0,0,0,0
Madera,2021-12-30,2,3,6,0,0,0,0,0,0,0
Madera,2022-01-02,0,1,0,0,0,0,0,0,0,0
Madera,2022-01-03,0,0,10,0,0,0,0,0,0,0
Madera,2022-01-04,0,0,17,0,0,0,0,0,0,0
Madera,2022-01-05,0,0,4,0,0,0,0,0,0,0
Madera,2022-01-06,1,0,2,0,0,0,0,0,0,0
Madera,2022-01-07,1,0,1,0,0,0,0,0,0,0
Madera,2022-01-08,0,1,0,0,0,0,0,0,0,0
Madera,2022-01-09,0,0,0,2,1,0,0,0,0,0
Madera,2022-01-10,0,0,0,1,1,0,0,0,0,0
Madera,2022-01-11,3,0,2,0,0,0,0,0,0,0
Madera,2022-01-12,0,0,3,0,1,0,0,0,0,0
Madera,2022-01-14,0,0,5,0,0,0,0,0,0,0
Madera,2022-01-15,1,0,0,0,0,0,0,0,0,0
Madera,2022-01-16,0,0,0,1,0,0,0,0,0,0
Madera,2022-01-17,1,0,1,0,0,0,0,0,0,0
Madera,2022-01-18,2,0,7,1,0,0,0,0,0,0
Madera,2022-01-19,3,0,10,0,0,0,0,0,0,0
Madera,2022-01-20,3,1,8,0,0,0,0,0,0,0
Madera,2022-01-21,2,3,4,0,0,0,0,0,0,0
Madera,2022-01-22,2,1,2,0,0,0,0,0,0,0
Madera,2022-01-23,0,1,0,0,0,0,0,0,0,0
Madera,2022-01-25,3,0,4,1,0,0,0,0,0,0
Madera,2022-01-26,1,1,6,0,1,0,0,0,0,0
Madera,2022-01-27,2,0,10,0,0,0,0,0,0,0
Madera,2022-01-28,1,0,1,0,0,0,0,0,0,0
Madera,2022-01-29,2,0,7,0,0,0,0,0,0,0
Madera,2022-01-30,1,0,2,0,0,0,0,0,0,0
Madera,2022-01-31,5,0,24,0,0,0,0,0,0,0
Madera,2022-02-01,7,1,48,0,0,0,0,0,0,0
Madera,2022-02-02,7,0,31,1,0,0,0,0,0,0
Madera,2022-02-03,2,0,18,0,0,0,0,0,0,0
Madera,2022-02-04,3,0,5,0,1,0,0,0,0,0
Madera,2022-02-05,0,1,7,0,0,0,0,0,0,0
Madera,2022-02-06,3,0,5,0,0,0,0,0,0,0
Madera,2022-02-07,2,0,39,0,0,0,0,0,0,0
Madera,2022-02-08,5,0,29,0,0,0,0,0,0,0
Madera,2022-02-09,6,1,29,0,0,0,0,0,0,0
Madera,2022-02-10,0,0,14,0,0,0,0,0,0,0
Madera,2022-02-11,3,0,24,0,0,0,0,0,0,0
Madera,2022-02-12,2,0,5,0,0,0,0,0,0,0
Madera,2022-02-13,1,0,10,0,0,0,0,0,0,0
Madera,2022-02-14,1,0,20,0,0,0,0,0,0,0
Madera,2022-02-15,2,0,17,0,0,0,0,0,0,0
Madera,2022-02-16,5,0,15,0,0,0,0,0,0,0
Madera,2022-02-17,1,0,10,0,0,0,0,0,0,0
Madera,2022-02-18,2,0,10,0,0,0,0,0,0,0
Madera,2022-02-19,0,0,4,0,0,0,0,0,0,0
Madera,2022-02-20,1,0,2,0,0,0,0,0,0,0
Madera,2022-02-21,0,0,2,0,0,0,0,0,0,0
Madera,2022-02-22,4,0,20,0,0,0,0,0,0,0
Madera,2022-02-23,1,0,6,0,0,0,0,0,0,0
Madera,2022-02-24,1,0,6,0,0,0,0,0,0,0
Madera,2022-02-25,1,0,6,0,0,0,0,0,0,0
Madera,2022-02-26,1,0,5,0,0,0,0,0,0,0
Madera,2022-02-27,0,0,5,0,0,0,0,0,0,0
Madera,2022-02-28,0,0,4,0,0,0,0,0,0,0
Madera,2022-03-01,2,0,4,0,0,0,0,0,0,0
Madera,2022-03-02,0,0,2,0,0,0,0,0,0,0
Madera,2022-03-03,4,0,3,0,0,0,0,0,0,0
Madera,2022-03-04,4,0,7,0,0,0,0,0,0,0
Madera,2022-03-06,0,0,1,0,0,0,0,0,0,0
Madera,2022-03-07,2,0,5,0,0,0,0,0,0,0
Madera,2022-03-08,1,0,2,0,0,0,0,0,0,0
Madera,2022-03-09,1,0,6,0,0,0,0,0,0,0
Madera,2022-03-10,0,0,2,0,0,0,0,0,0,0
Madera,2022-03-11,0,0,3,0,0,0,0,0,0,0
Madera,2022-03-12,0,0,1,0,0,0,0,0,0,0
Madera,2022-03-17,0,0,2,0,0,0,0,0,0,0
Madera,2022-03-18,0,0,1,0,0,0,0,0,0,0
Madera,2022-03-19,0,0,1,0,0,0,0,0,0,0
Madera,2022-03-21,0,0,2,0,0,0,0,0,0,0
Madera,2022-03-22,0,0,2,0,0,0,0,0,0,0
Madera,2022-03-28,1,0,0,0,0,0,0,0,0,0
Madera,2022-04-01,0,0,1,0,0,0,0,0,0,0
Madera,2022-04-07,0,0,2,0,0,0,0,0,0,0
Madera,2022-04-08,0,0,1,0,0,0,0,0,0,0
Madera,2022-04-15,0,0,1,0,0,0,0,0,0,0
Madera,2022-04-19,0,0,1,0,0,0,0,0,0,0
Madera,2022-04-21,0,0,1,0,0,0,0,0,0,0
Madera,2022-04-22,0,0,1,0,0,0,0,0,0,0
Madera,2022-04-24,1,0,0,0,0,0,0,0,0,0
Madera,2022-04-27,0,0,2,0,0,0,0,0,0,0
Madera,2022-04-28,0,0,1,0,0,0,0,0,0,0
